z Webb.NIRCam.F200W Webb.NIRCam.F277W Webb.NIRCam.F356W Webb.NIRCam.F444W
9.099999999999985 7.582485622999573e-08 1.4086238882341495e-07 2.392009070296896e-07 4.4824351338984536e-07
9.199999999999985 7.306147596422039e-08 1.3628278996080094e-07 2.285860449388551e-07 4.20841753187291e-07
9.299999999999985 7.042899447597854e-08 1.3199827708354655e-07 2.1585471476228742e-07 4.0345473042260584e-07
9.399999999999984 6.794902828714965e-08 1.2793521772289387e-07 2.0472990287320486e-07 3.9084346603180534e-07
9.499999999999984 6.562158705948747e-08 1.240372826831035e-07 1.9573403392829344e-07 3.8163450382979777e-07
9.599999999999984 6.345540983651032e-08 1.2023799071890623e-07 1.8748666695444008e-07 3.7412191330534365e-07
9.699999999999983 6.13070296700778e-08 1.1653757308608275e-07 1.7878081753569748e-07 3.6629705581478667e-07
9.799999999999983 5.916898574550058e-08 1.1303102428991435e-07 1.717113445919433e-07 3.5875322299941645e-07
9.899999999999983 5.716260000281183e-08 1.096917458142481e-07 1.6653005445516415e-07 3.517113976621695e-07
9.999999999999982 5.522182649488859e-08 1.063195465217842e-07 1.6216698915555237e-07 3.4472783847838704e-07
10.099999999999982 5.332752272361317e-08 1.0272649271245893e-07 1.5818033686001858e-07 3.3790796277691186e-07
10.199999999999982 5.1558728226685774e-08 9.928629426609125e-08 1.542815913996286e-07 3.3103226497583217e-07
10.299999999999981 4.9895334330353806e-08 9.619058663970379e-08 1.5038693478560168e-07 3.240770780802753e-07
10.39999999999998 4.826870112473091e-08 9.338804665553529e-08 1.4647658683660026e-07 3.171027073322755e-07
10.49999999999998 4.6663582330839653e-08 9.072338639198387e-08 1.4271330749970194e-07 3.091301575760106e-07
10.59999999999998 4.505327812372439e-08 8.816779880055121e-08 1.3906132871373109e-07 3.0118063823806167e-07
10.69999999999998 4.247323943055937e-08 8.569051536899063e-08 1.355035482314691e-07 2.9416609847107946e-07
10.79999999999998 4.0430287845083184e-08 8.327876038922565e-08 1.3203117169324738e-07 2.883107492333043e-07
10.899999999999979 3.88448497098453e-08 8.095588896871962e-08 1.2862621788985914e-07 2.8288783127595304e-07
10.999999999999979 3.747497292398958e-08 7.872551414426055e-08 1.2535998587449654e-07 2.7749887807445763e-07
11.099999999999978 3.6195082685594755e-08 7.653881796574597e-08 1.2222150546612358e-07 2.72120355910428e-07
11.199999999999978 3.497408684405369e-08 7.444380312720313e-08 1.19137365296901e-07 2.665487257800415e-07
11.299999999999978 3.378297607094386e-08 7.241636545640447e-08 1.1615825986334592e-07 2.6111771252157384e-07
11.399999999999977 3.261744468376899e-08 7.04601542363501e-08 1.132543209429791e-07 2.5597981526501216e-07
11.499999999999977 3.149714887064263e-08 6.859371740437866e-08 1.1034702357344657e-07 2.5124122244297563e-07
11.599999999999977 3.041423930370454e-08 6.704127631981973e-08 1.0755204033870875e-07 2.463795119408122e-07
11.699999999999976 2.936515085199737e-08 6.557636756328891e-08 1.0489950969773624e-07 2.416066738547526e-07
11.799999999999976 2.8359664258374502e-08 6.410343990486386e-08 1.0231243495797593e-07 2.3690781999548685e-07
11.899999999999975 2.739757235773867e-08 6.265740421718904e-08 9.973143337434553e-08 2.3204938912414768e-07
